,explicit,href,id,name,popularity,date_added,album_name,album_art,album_release_date,artist_names,genres,genre
4,True,https://api.spotify.com/v1/tracks/6DB2KOEwHnjkgEnBt5SdeJ,6DB2KOEwHnjkgEnBt5SdeJ,Mask Off (feat. Kendrick Lamar) - Remix,64,2019-07-01T18:50:51Z,Mask Off (feat. Kendrick Lamar) [Remix],https://i.scdn.co/image/ab67616d0000b2730cf32251bdb54d0131f2eade,2017-05-23,"Future, Kendrick Lamar","['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",pop rap
5,True,https://api.spotify.com/v1/tracks/5WoaF1B5XIEnWfmb5NZikf,5WoaF1B5XIEnWfmb5NZikf,Sky Walker (feat. Travis Scott),75,2019-07-01T18:32:18Z,War & Leisure,https://i.scdn.co/image/ab67616d0000b2735e9dff10c31ac14c6c6c920d,2017-12-01,"Miguel, Travis Scott","['dance pop', 'pop', 'r&b', 'urban contemporary']",pop
6,False,https://api.spotify.com/v1/tracks/4evmHXcjt3bTUHD1cvny97,4evmHXcjt3bTUHD1cvny97,Beautiful People (feat. Khalid),80,2019-06-30T01:18:23Z,Beautiful People (feat. Khalid),https://i.scdn.co/image/ab67616d0000b273358f874d5d31e76a8fe3f6d0,2019-06-28,"Ed Sheeran, Khalid","['pop', 'uk pop']",pop
7,False,https://api.spotify.com/v1/tracks/6BHoCtGKYkUBQp4FP7mBcE,6BHoCtGKYkUBQp4FP7mBcE,There You Are,0,2019-06-24T16:56:33Z,There You Are,https://i.scdn.co/image/ab67616d0000b2734c07415dd82956f415cc56c5,2018-02-09,WATCH THE DUCK,['alternative r&b'],alternative r&b
8,True,https://api.spotify.com/v1/tracks/4Hj5yNHgu2dyrnzRQN7Gld,4Hj5yNHgu2dyrnzRQN7Gld,Yellow,56,2019-06-11T14:33:36Z,Good For You,https://i.scdn.co/image/ab67616d0000b27360282020360f5048976275aa,2017-07-28,"Aminé, Nelly","['hip hop', 'pop rap', 'portland hip hop', 'rap', 'underground hip hop']",pop rap
9,False,https://api.spotify.com/v1/tracks/65QCJwAWPDWSAa4yT3Q5of,65QCJwAWPDWSAa4yT3Q5of,Zombie,27,2019-05-17T05:03:17Z,Zombie,https://i.scdn.co/image/ab67616d0000b2730e5677105ad061da075fd33f,2019-05-10,"VIC MENSA, 93PUNX","['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop']",pop rap
10,False,https://api.spotify.com/v1/tracks/4FqWMnB4tPktF1pnIAWpO3,4FqWMnB4tPktF1pnIAWpO3,In The Air,19,2019-05-14T21:02:02Z,In The Air,https://i.scdn.co/image/ab67616d0000b2730c7178f955c3de633e68997a,2018-07-27,"ARCADES, Sarah Walk",[],Unknown
11,True,https://api.spotify.com/v1/tracks/5iGY2u7cCLCew4p83PYE9t,5iGY2u7cCLCew4p83PYE9t,Self Made,25,2019-05-14T18:30:57Z,Dime Bag,https://i.scdn.co/image/ab67616d0000b2733b632ad5f51b80b971d1713b,2018-11-02,Styles P,"['battle rap', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",pop rap
12,True,https://api.spotify.com/v1/tracks/0ophOpneT0tyzBeeKchDBH,0ophOpneT0tyzBeeKchDBH,Everything (feat. Jacquees & Dreezy),31,2019-05-09T14:17:55Z,Everything (feat. Jacquees & Dreezy),https://i.scdn.co/image/ab67616d0000b273decc0572c3c23e3e5b39530a,2018-02-09,"Snoop Dogg, Jacquees, Dreezy","['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",pop rap
13,True,https://api.spotify.com/v1/tracks/1Nuun9B54ItTULE6yYE8Ix,1Nuun9B54ItTULE6yYE8Ix,Not the One (feat. Kemba),25,2019-05-09T12:47:13Z,Not the One (feat. Kemba),https://i.scdn.co/image/ab67616d0000b2734d70c80bcee7dfb68790d21b,2018-02-14,"Cole King, Kemba",[],Unknown
14,False,https://api.spotify.com/v1/tracks/5zvJELVKAnPkscGc5aLKJI,5zvJELVKAnPkscGc5aLKJI,Certain Things (feat. Chasing Grace),63,2019-05-01T02:15:16Z,James Arthur (Deluxe),https://i.scdn.co/image/ab67616d0000b273192221f838b7b6b9cb4629bf,2013-11-04,"James Arthur, Chasing Grace","['pop', 'post-teen pop', 'talent show', 'uk pop']",pop
15,True,https://api.spotify.com/v1/tracks/2qfEcCkEo5NscA9GL7ER72,2qfEcCkEo5NscA9GL7ER72,Nobody,69,2019-04-30T22:11:53Z,Nobody,https://i.scdn.co/image/ab67616d0000b273f4471109aed9c86e627b12e2,2019-03-01,"Martin Jensen, James Arthur","['dance pop', 'danish electronic', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']",pop
16,False,https://api.spotify.com/v1/tracks/55Am8neGJkdj2ADaM3aw5H,55Am8neGJkdj2ADaM3aw5H,Train Wreck,85,2019-04-30T16:35:50Z,Back from the Edge,https://i.scdn.co/image/ab67616d0000b27320beb61f61fcbeb33b10a9ab,2016-10-28,James Arthur,"['pop', 'post-teen pop', 'talent show', 'uk pop']",pop
17,False,https://api.spotify.com/v1/tracks/0zzdXBwYgPZR88QZr86hWF,0zzdXBwYgPZR88QZr86hWF,Sermon (feat. Shotty Horroh),51,2019-04-30T16:25:48Z,Back from the Edge,https://i.scdn.co/image/ab67616d0000b27320beb61f61fcbeb33b10a9ab,2016-10-28,"James Arthur, SHOTTY HORROH","['pop', 'post-teen pop', 'talent show', 'uk pop']",pop
18,False,https://api.spotify.com/v1/tracks/02CygBCQOIyEuhNZqHHcNx,02CygBCQOIyEuhNZqHHcNx,It Runs Through Me,68,2019-04-29T16:49:58Z,Geography,https://i.scdn.co/image/ab67616d0000b2732aebf42d8901fbcd14c9eca8,2018-04-06,"Tom Misch, De La Soul","['indie soul', 'jazz pop']",indie soul
19,False,https://api.spotify.com/v1/tracks/0ORL2BIQwHdshE8Zp2En2M,0ORL2BIQwHdshE8Zp2En2M,You're On My Mind,55,2019-04-29T16:49:58Z,Geography,https://i.scdn.co/image/ab67616d0000b2732aebf42d8901fbcd14c9eca8,2018-04-06,Tom Misch,"['indie soul', 'jazz pop']",indie soul
0,False,https://api.spotify.com/v1/tracks/4D5POIvEJfBH8wO80Ic4T8,4D5POIvEJfBH8wO80Ic4T8,Before Paris,48,2019-04-29T16:49:58Z,Geography,https://i.scdn.co/image/ab67616d0000b2732aebf42d8901fbcd14c9eca8,2018-04-06,Tom Misch,"['indie soul', 'jazz pop']",indie soul
1,False,https://api.spotify.com/v1/tracks/4A7DUET5H4f7dJkUhjfVFB,4A7DUET5H4f7dJkUhjfVFB,Lost in Paris,60,2019-04-29T16:49:58Z,Geography,https://i.scdn.co/image/ab67616d0000b2732aebf42d8901fbcd14c9eca8,2018-04-06,"Tom Misch, GoldLink","['indie soul', 'jazz pop']",indie soul
2,False,https://api.spotify.com/v1/tracks/5w3yxRRxy5pvZdUvBJF6ve,5w3yxRRxy5pvZdUvBJF6ve,South of the River,57,2019-04-29T16:49:58Z,Geography,https://i.scdn.co/image/ab67616d0000b2732aebf42d8901fbcd14c9eca8,2018-04-06,Tom Misch,"['indie soul', 'jazz pop']",indie soul
3,False,https://api.spotify.com/v1/tracks/6pxElwU80zhjbCC77Vn8EI,6pxElwU80zhjbCC77Vn8EI,Movie,66,2019-04-29T16:49:58Z,Geography,https://i.scdn.co/image/ab67616d0000b2732aebf42d8901fbcd14c9eca8,2018-04-06,Tom Misch,"['indie soul', 'jazz pop']",indie soul
4,False,https://api.spotify.com/v1/tracks/3al8a3uZrOZIHc6J1n8i5f,3al8a3uZrOZIHc6J1n8i5f,Tick Tock,49,2019-04-29T16:49:58Z,Geography,https://i.scdn.co/image/ab67616d0000b2732aebf42d8901fbcd14c9eca8,2018-04-06,Tom Misch,"['indie soul', 'jazz pop']",indie soul
5,False,https://api.spotify.com/v1/tracks/23H8PpuhyTDHwpqcDm7vS6,23H8PpuhyTDHwpqcDm7vS6,Isn't She Lovely,54,2019-04-29T16:49:58Z,Geography,https://i.scdn.co/image/ab67616d0000b2732aebf42d8901fbcd14c9eca8,2018-04-06,Tom Misch,"['indie soul', 'jazz pop']",indie soul
6,False,https://api.spotify.com/v1/tracks/61Ivix5DTnDPVjp1dgLyov,61Ivix5DTnDPVjp1dgLyov,Disco Yes,64,2019-04-29T16:49:58Z,Geography,https://i.scdn.co/image/ab67616d0000b2732aebf42d8901fbcd14c9eca8,2018-04-06,"Tom Misch, Poppy Ajudha","['indie soul', 'jazz pop']",indie soul
7,False,https://api.spotify.com/v1/tracks/673BqQR0tNM3VtzcV3Ul2Q,673BqQR0tNM3VtzcV3Ul2Q,Man Like You,49,2019-04-29T16:49:58Z,Geography,https://i.scdn.co/image/ab67616d0000b2732aebf42d8901fbcd14c9eca8,2018-04-06,Tom Misch,"['indie soul', 'jazz pop']",indie soul
8,False,https://api.spotify.com/v1/tracks/6Pd20wirRDM9k4e69px3dN,6Pd20wirRDM9k4e69px3dN,Water Baby,52,2019-04-29T16:49:58Z,Geography,https://i.scdn.co/image/ab67616d0000b2732aebf42d8901fbcd14c9eca8,2018-04-06,"Tom Misch, Loyle Carner","['indie soul', 'jazz pop']",indie soul
9,False,https://api.spotify.com/v1/tracks/58xN31xmYcfrgA56gAeM3W,58xN31xmYcfrgA56gAeM3W,Cos I Love You,50,2019-04-29T16:49:58Z,Geography,https://i.scdn.co/image/ab67616d0000b2732aebf42d8901fbcd14c9eca8,2018-04-06,Tom Misch,"['indie soul', 'jazz pop']",indie soul
10,False,https://api.spotify.com/v1/tracks/46mMjdrfaJicOdrOA7NtBa,46mMjdrfaJicOdrOA7NtBa,We've Come So Far,45,2019-04-29T16:49:58Z,Geography,https://i.scdn.co/image/ab67616d0000b2732aebf42d8901fbcd14c9eca8,2018-04-06,Tom Misch,"['indie soul', 'jazz pop']",indie soul
11,False,https://api.spotify.com/v1/tracks/7GLL5dU80NstXjcKlDMJmr,7GLL5dU80NstXjcKlDMJmr,Wander With Me,51,2019-04-29T16:41:47Z,Beat Tape 2,https://i.scdn.co/image/ab67616d0000b27304673b3ef017a7581b96e42f,2015-08-28,"Tom Misch, Carmody","['indie soul', 'jazz pop']",indie soul
12,True,https://api.spotify.com/v1/tracks/6sZUGkgvbNfd4rabcQ8Tj7,6sZUGkgvbNfd4rabcQ8Tj7,For Keeps (feat. YoungBoy Never Broke Again),47,2019-04-29T16:00:20Z,The World Is Yours 2,https://i.scdn.co/image/ab67616d0000b2738cca41a6d8d0cae2e9b15d14,2019-03-22,"Rich The Kid, YoungBoy Never Broke Again","['atl hip hop', 'hip hop', 'melodic rap', 'plugg', 'pop rap', 'rap', 'southern hip hop', 'trap']",pop rap
13,True,https://api.spotify.com/v1/tracks/2NmqgQROqC250hrqXj7C5b,2NmqgQROqC250hrqXj7C5b,Ruthless,50,2019-04-23T16:30:37Z,Ruthless,https://i.scdn.co/image/ab67616d0000b2734d85d32915ce8226b1d03326,2018-11-17,Marvin,[],Unknown
14,False,https://api.spotify.com/v1/tracks/68biLwi894rMQPeIiSky2t,68biLwi894rMQPeIiSky2t,10 Feet Down,62,2019-04-19T17:44:18Z,Perception,https://i.scdn.co/image/ab67616d0000b273cd733919ee57d0cc466e152f,2017-10-06,"NF, Ruelle","['hip hop', 'pop rap', 'rap']",pop rap
15,True,https://api.spotify.com/v1/tracks/0UvBmQOhu4DVXJtdzGc5eV,0UvBmQOhu4DVXJtdzGc5eV,Chi Chi (feat. Chris Brown),60,2019-04-18T20:53:44Z,Chi Chi (feat. Chris Brown),https://i.scdn.co/image/ab67616d0000b2739e0fceeaa2539e8edc398d02,2019-02-04,"Trey Songz, Chris Brown","['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",pop
16,True,https://api.spotify.com/v1/tracks/6Gy7rXB6Ku5vIWC7WGWsl3,6Gy7rXB6Ku5vIWC7WGWsl3,KIKA,1,2019-04-18T20:51:19Z,DUMMY BOY,https://i.scdn.co/image/ab67616d0000b273b007746e91348081b34d51ae,2018-11-27,"6ix9ine, Tory Lanez",['emo rap'],emo rap
17,True,https://api.spotify.com/v1/tracks/6MjNilJCVKJq0LfFvo5jWJ,6MjNilJCVKJq0LfFvo5jWJ,Fast,75,2019-04-18T20:37:28Z,Death Race For Love,https://i.scdn.co/image/ab67616d0000b273af149eb4002f65f83afc63c4,2019-03-08,Juice WRLD,"['chicago rap', 'melodic rap']",melodic rap
18,False,https://api.spotify.com/v1/tracks/0PowxVSTY2uh1CPc8EPKyX,0PowxVSTY2uh1CPc8EPKyX,Project Dreams,0,2019-04-18T19:44:16Z,Project Dreams,https://i.scdn.co/image/ab67616d0000b2736bf1f6aea2b52d840a1997c3,2018-12-07,"Marshmello, Roddy Ricch","['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']",pop
19,True,https://api.spotify.com/v1/tracks/0ZxY3V9miXeKIeKS3hgjCI,0ZxY3V9miXeKIeKS3hgjCI,Highs and Lows,48,2019-04-11T16:10:01Z,Shelby,https://i.scdn.co/image/ab67616d0000b273152113a8352cdf317dc5a6cb,2019-03-01,Lil Skies,"['melodic rap', 'pop rap', 'rap', 'trap']",pop rap
0,False,https://api.spotify.com/v1/tracks/4D5POIvEJfBH8wO80Ic4T8,4D5POIvEJfBH8wO80Ic4T8,Before Paris,48,2019-04-29T16:49:58Z,Geography,https://i.scdn.co/image/ab67616d0000b2732aebf42d8901fbcd14c9eca8,2018-04-06,Tom Misch,"['indie soul', 'jazz pop']",indie soul
1,False,https://api.spotify.com/v1/tracks/4A7DUET5H4f7dJkUhjfVFB,4A7DUET5H4f7dJkUhjfVFB,Lost in Paris,60,2019-04-29T16:49:58Z,Geography,https://i.scdn.co/image/ab67616d0000b2732aebf42d8901fbcd14c9eca8,2018-04-06,"Tom Misch, GoldLink","['indie soul', 'jazz pop']",indie soul
2,False,https://api.spotify.com/v1/tracks/5w3yxRRxy5pvZdUvBJF6ve,5w3yxRRxy5pvZdUvBJF6ve,South of the River,57,2019-04-29T16:49:58Z,Geography,https://i.scdn.co/image/ab67616d0000b2732aebf42d8901fbcd14c9eca8,2018-04-06,Tom Misch,"['indie soul', 'jazz pop']",indie soul
3,False,https://api.spotify.com/v1/tracks/6pxElwU80zhjbCC77Vn8EI,6pxElwU80zhjbCC77Vn8EI,Movie,66,2019-04-29T16:49:58Z,Geography,https://i.scdn.co/image/ab67616d0000b2732aebf42d8901fbcd14c9eca8,2018-04-06,Tom Misch,"['indie soul', 'jazz pop']",indie soul
4,False,https://api.spotify.com/v1/tracks/3al8a3uZrOZIHc6J1n8i5f,3al8a3uZrOZIHc6J1n8i5f,Tick Tock,49,2019-04-29T16:49:58Z,Geography,https://i.scdn.co/image/ab67616d0000b2732aebf42d8901fbcd14c9eca8,2018-04-06,Tom Misch,"['indie soul', 'jazz pop']",indie soul
5,False,https://api.spotify.com/v1/tracks/23H8PpuhyTDHwpqcDm7vS6,23H8PpuhyTDHwpqcDm7vS6,Isn't She Lovely,54,2019-04-29T16:49:58Z,Geography,https://i.scdn.co/image/ab67616d0000b2732aebf42d8901fbcd14c9eca8,2018-04-06,Tom Misch,"['indie soul', 'jazz pop']",indie soul
6,False,https://api.spotify.com/v1/tracks/61Ivix5DTnDPVjp1dgLyov,61Ivix5DTnDPVjp1dgLyov,Disco Yes,64,2019-04-29T16:49:58Z,Geography,https://i.scdn.co/image/ab67616d0000b2732aebf42d8901fbcd14c9eca8,2018-04-06,"Tom Misch, Poppy Ajudha","['indie soul', 'jazz pop']",indie soul
7,False,https://api.spotify.com/v1/tracks/673BqQR0tNM3VtzcV3Ul2Q,673BqQR0tNM3VtzcV3Ul2Q,Man Like You,49,2019-04-29T16:49:58Z,Geography,https://i.scdn.co/image/ab67616d0000b2732aebf42d8901fbcd14c9eca8,2018-04-06,Tom Misch,"['indie soul', 'jazz pop']",indie soul
8,False,https://api.spotify.com/v1/tracks/6Pd20wirRDM9k4e69px3dN,6Pd20wirRDM9k4e69px3dN,Water Baby,52,2019-04-29T16:49:58Z,Geography,https://i.scdn.co/image/ab67616d0000b2732aebf42d8901fbcd14c9eca8,2018-04-06,"Tom Misch, Loyle Carner","['indie soul', 'jazz pop']",indie soul
9,False,https://api.spotify.com/v1/tracks/58xN31xmYcfrgA56gAeM3W,58xN31xmYcfrgA56gAeM3W,Cos I Love You,50,2019-04-29T16:49:58Z,Geography,https://i.scdn.co/image/ab67616d0000b2732aebf42d8901fbcd14c9eca8,2018-04-06,Tom Misch,"['indie soul', 'jazz pop']",indie soul
10,False,https://api.spotify.com/v1/tracks/46mMjdrfaJicOdrOA7NtBa,46mMjdrfaJicOdrOA7NtBa,We've Come So Far,45,2019-04-29T16:49:58Z,Geography,https://i.scdn.co/image/ab67616d0000b2732aebf42d8901fbcd14c9eca8,2018-04-06,Tom Misch,"['indie soul', 'jazz pop']",indie soul
11,False,https://api.spotify.com/v1/tracks/7GLL5dU80NstXjcKlDMJmr,7GLL5dU80NstXjcKlDMJmr,Wander With Me,51,2019-04-29T16:41:47Z,Beat Tape 2,https://i.scdn.co/image/ab67616d0000b27304673b3ef017a7581b96e42f,2015-08-28,"Tom Misch, Carmody","['indie soul', 'jazz pop']",indie soul
12,True,https://api.spotify.com/v1/tracks/6sZUGkgvbNfd4rabcQ8Tj7,6sZUGkgvbNfd4rabcQ8Tj7,For Keeps (feat. YoungBoy Never Broke Again),47,2019-04-29T16:00:20Z,The World Is Yours 2,https://i.scdn.co/image/ab67616d0000b2738cca41a6d8d0cae2e9b15d14,2019-03-22,"Rich The Kid, YoungBoy Never Broke Again","['atl hip hop', 'hip hop', 'melodic rap', 'plugg', 'pop rap', 'rap', 'southern hip hop', 'trap']",pop rap
13,True,https://api.spotify.com/v1/tracks/2NmqgQROqC250hrqXj7C5b,2NmqgQROqC250hrqXj7C5b,Ruthless,50,2019-04-23T16:30:37Z,Ruthless,https://i.scdn.co/image/ab67616d0000b2734d85d32915ce8226b1d03326,2018-11-17,Marvin,[],Unknown
14,False,https://api.spotify.com/v1/tracks/68biLwi894rMQPeIiSky2t,68biLwi894rMQPeIiSky2t,10 Feet Down,62,2019-04-19T17:44:18Z,Perception,https://i.scdn.co/image/ab67616d0000b273cd733919ee57d0cc466e152f,2017-10-06,"NF, Ruelle","['hip hop', 'pop rap', 'rap']",pop rap
15,True,https://api.spotify.com/v1/tracks/0UvBmQOhu4DVXJtdzGc5eV,0UvBmQOhu4DVXJtdzGc5eV,Chi Chi (feat. Chris Brown),60,2019-04-18T20:53:44Z,Chi Chi (feat. Chris Brown),https://i.scdn.co/image/ab67616d0000b2739e0fceeaa2539e8edc398d02,2019-02-04,"Trey Songz, Chris Brown","['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",pop
16,True,https://api.spotify.com/v1/tracks/6Gy7rXB6Ku5vIWC7WGWsl3,6Gy7rXB6Ku5vIWC7WGWsl3,KIKA,1,2019-04-18T20:51:19Z,DUMMY BOY,https://i.scdn.co/image/ab67616d0000b273b007746e91348081b34d51ae,2018-11-27,"6ix9ine, Tory Lanez",['emo rap'],emo rap
17,True,https://api.spotify.com/v1/tracks/6MjNilJCVKJq0LfFvo5jWJ,6MjNilJCVKJq0LfFvo5jWJ,Fast,75,2019-04-18T20:37:28Z,Death Race For Love,https://i.scdn.co/image/ab67616d0000b273af149eb4002f65f83afc63c4,2019-03-08,Juice WRLD,"['chicago rap', 'melodic rap']",melodic rap
18,False,https://api.spotify.com/v1/tracks/0PowxVSTY2uh1CPc8EPKyX,0PowxVSTY2uh1CPc8EPKyX,Project Dreams,0,2019-04-18T19:44:16Z,Project Dreams,https://i.scdn.co/image/ab67616d0000b2736bf1f6aea2b52d840a1997c3,2018-12-07,"Marshmello, Roddy Ricch","['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']",pop
19,True,https://api.spotify.com/v1/tracks/0ZxY3V9miXeKIeKS3hgjCI,0ZxY3V9miXeKIeKS3hgjCI,Highs and Lows,48,2019-04-11T16:10:01Z,Shelby,https://i.scdn.co/image/ab67616d0000b273152113a8352cdf317dc5a6cb,2019-03-01,Lil Skies,"['melodic rap', 'pop rap', 'rap', 'trap']",pop rap
